gene_id,domain
gene17851,C1_1
gene24422,C1_1
G30901,C1_1
gene25118,C1_1
gene24719,C1_1
gene3499,C1_1
gene23881,C1_1
gene24528,C1_1
gene22260,C1_1
gene19573,C1_1
gene16509,C1_1
gene25778,C1_1
gene15728,C1_1
ENSSTOG00000032955,C1_1
gene24368,C1_1
gene25942,C1_1
gene15730,C1_1
gene20647,C1_1
gene23746,C1_1
gene3225,C1_2
gene17999,C1_4
gene24025,C1_4
gene22952,C1_4
gene16630,C1_4
gene25952,C1_4
gene18001,C1_4
gene7625,C1_4
gene24029,C1_4
gene22962,C1_4
gene17991,C1_4
gene18002,C1_4
gene15730,C1_4
gene24028,C1_4
gene18013,C1_4
gene16631,C1_4
gene18007,C1_4
gene22466,C1_4
gene17997,C1_4
gene25798,C1_4
gene26104,C1_4
gene18617,C1_4
gene3181,C1_4
gene16897,C1_4
gene18773,C1_4
gene18003,C1_4
gene21801,C1_4
gene15724,C1_4
gene18010,C1_4
gene8635,C1_4
gene26228,C1_4
gene24416,C1_4
gene18775,C1_4
gene25048,C1_4
gene15728,C1_4
gene24369,C1_4
gene25077,C1_4
gene24418,C1_4
gene26188,C1_4
gene3029,C1_4
gene15731,C1_4
gene20648,C1_4
gene24558,C1_4
gene17851,C1_4
gene25290,C1_4
gene18000,C1_4
gene15736,C1_4
gene12850,C2
gene15965,C2
gene7051,C2
gene9526,C2
G15228,C2-set
gene25797,C2-set
gene11279,C2-set
G26923,C2-set_2
G26929,C2-set_2
G26914,C2-set_2
G26911,C2-set_2
G15228,C2-set_2
gene25978,C2-set_2
gene25797,C2-set_2
gene4398,C2-set_2
gene19456,C2-set_2
gene25029,C2-set_2
G31953,C2-set_2
G29640,C2-set_2
gene25809,C2-set_2
gene10753,C2-set_2
gene2858,C2-set_2
gene25026,C2-set_2
gene26164,C2-set_2
gene21491,C2-set_2
gene23498,C2-set_2
gene21490,C2-set_2
gene11503,C8
gene7747,Cadherin
gene19679,Cadherin
gene7795,Cadherin
gene7754,Cadherin
gene7790,Cadherin
gene7764,Cadherin
gene7761,Cadherin
gene7752,Cadherin
gene7758,Cadherin
gene7767,Cadherin
gene7779,Cadherin
gene7777,Cadherin
gene7773,Cadherin
gene7780,Cadherin
gene7784,Cadherin
gene7778,Cadherin
gene7796,Cadherin
gene7749,Cadherin
gene7775,Cadherin
gene7774,Cadherin
gene7770,Cadherin
gene9228,Cadherin
gene23135,Cadherin
gene7753,Cadherin
gene7771,Cadherin
gene7783,Cadherin
gene7792,Cadherin
gene7782,Cadherin
gene7747,Cadherin_2
gene7795,Cadherin_2
gene7777,Cadherin_2
gene7754,Cadherin_2
gene7752,Cadherin_2
gene7773,Cadherin_2
gene7767,Cadherin_2
gene7758,Cadherin_2
gene7770,Cadherin_2
gene7761,Cadherin_2
gene7775,Cadherin_2
gene7780,Cadherin_2
gene7783,Cadherin_2
gene7779,Cadherin_2
gene7778,Cadherin_2
gene7782,Cadherin_2
gene7796,Cadherin_2
gene7774,Cadherin_2
gene7784,Cadherin_2
gene7771,Cadherin_2
gene7764,Cadherin_2
gene7753,Cadherin_2
gene7749,Cadherin_2
gene7790,Cadherin_2
G2443,Cadherin_2
gene9228,Cadherin_2
gene19679,Cadherin_2
gene23135,Cadherin_2
gene7747,Cadherin_3
gene7780,Cadherin_3
gene7778,Cadherin_3
gene7779,Cadherin_3
gene7795,Cadherin_3
gene7784,Cadherin_3
gene7764,Cadherin_3
gene7771,Cadherin_3
gene7752,Cadherin_3
gene23135,Cadherin_3
gene7761,Cadherin_3
gene7758,Cadherin_3
gene7774,Cadherin_3
gene7796,Cadherin_3
gene7777,Cadherin_3
gene7790,Cadherin_3
gene7775,Cadherin_3
gene7770,Cadherin_3
gene7754,Cadherin_3
gene7783,Cadherin_3
gene7753,Cadherin_3
gene7767,Cadherin_3
gene7773,Cadherin_3
gene23135,Cadherin_C
G9512,Cadherin_C
gene7783,Cadherin_C_2
gene7779,Cadherin_C_2
gene7774,Cadherin_C_2
gene7790,Cadherin_C_2
gene7780,Cadherin_C_2
gene7784,Cadherin_C_2
gene7773,Cadherin_C_2
gene7778,Cadherin_C_2
gene7752,Cadherin_C_2
gene7767,Cadherin_C_2
gene7775,Cadherin_C_2
gene7777,Cadherin_C_2
gene7758,Cadherin_C_2
gene7761,Cadherin_C_2
gene7771,Cadherin_C_2
gene7764,Cadherin_C_2
gene7749,Cadherin_C_2
gene7754,Cadherin_C_2
gene7747,Cadherin_C_2
gene7753,Cadherin_C_2
gene7770,Cadherin_C_2
gene7795,Cadherin_C_2
gene7796,Cadherin_C_2
gene7747,Cadherin_tail
gene7790,Cadherin_tail
G7541,CagS
G37574,CagS
gene15999,Calcipressin
gene8457,CALCOCO1
gene9389,Calreticulin
G38273,Calx-beta
gene2468,CAP
gene15608,CAP18_C
ENSSTOG00000030931,Carbam_trans_C
ENSSTOG00000034900,CARD
gene1404,Cast
gene1402,Cast
gene1406,Cast
gene15608,Cathelicidins
gene21820,Cation_ATPase
gene9528,Cation_ATPase
gene21820,Cation_ATPase_C
gene21820,Cation_ATPase_N
ENSSTOG00000029741,CBFB_NFYA
ENSSTOG00000022984,CBFD_NFYB_HMF
gene19408,CBFD_NFYB_HMF
gene13996,CBFD_NFYB_HMF
gene19424,CBFD_NFYB_HMF
gene19440,CBFD_NFYB_HMF
gene25579,CBFD_NFYB_HMF
gene25578,CBFD_NFYB_HMF
gene14000,CBFD_NFYB_HMF
gene13995,CBFD_NFYB_HMF
gene13997,CBFD_NFYB_HMF
gene14001,CBFD_NFYB_HMF
G25484,CBFD_NFYB_HMF
gene19501,CBFD_NFYB_HMF
gene19425,CBFD_NFYB_HMF
gene19504,CBFD_NFYB_HMF
gene11395,CBFD_NFYB_HMF
gene25577,CBFD_NFYB_HMF
gene7452,CBFD_NFYB_HMF
G4139,CBFD_NFYB_HMF
G36095,CBFD_NFYB_HMF
gene9100,CBFD_NFYB_HMF
gene13998,CBFD_NFYB_HMF
G3486,CbiA
gene25473,CC2-LZ
gene23798,CC2-LZ
G889,CCDC144C
G888,CCDC144C
G19768,CCDC144C
G1438,CCDC144C
G9500,CCDC144C
G1415,CCDC144C
gene11054,CCDC92
gene12317,CCSAP
G20907,CD20
G20906,CD20
gene24221,CD225
G11992,CD225
G11989,CD225
G20218,CD225
G874,CD225
ENSSTOG00000030850,CD24
G6369,CD24
gene20319,CDC24_OB3
ENSSTOG00000032433,CDC45
gene17539,CDC50
ENSSTOG00000032563,CDP-OH_P_transf
gene12468,CDP-OH_P_tran_2
gene17124,CECR6_TMEM121
gene15217,cEGF
gene16275,CENP-B_N
gene8462,CENP-F_leu_zip
gene8463,CENP-F_leu_zip
gene8468,CENP-F_leu_zip
gene8464,CENP-F_leu_zip
G18954,CENP-F_leu_zip
gene1404,CENP-F_leu_zip
G37102,CENP-F_leu_zip
ENSSTOG00000034207,CENP-L
G3540,CENP-Q
G40072,CENP-Q
G36095,CENP-S
ENSSTOG00000004766,CENP-S
gene13998,CENP-S
G36095,CENP-T_C
gene13998,CENP-T_C
ENSSTOG00000022984,CENP-T_C
ENSSTOG00000004766,CENP-T_C
gene207,CFC
gene17888,Cg6151-P
gene22270,CHCH
gene6736,CHCH
gene6238,CheR
gene16890,CholecysA-Rec_N
gene14963,Chordopox_A33R
gene15726,Chordopox_RPO7
ENSSTOG00000026730,Chromo
ENSSTOG00000026730,Chromo_shadow
G1678,CK2S
gene16815,CLAMP
ENSSTOG00000034561,Clat_adaptor_s
G12577,Clat_adaptor_s
ENSSTOG00000032635,Clat_adaptor_s
ENSSTOG00000015494,Clat_adaptor_s
G20004,Claudin_2
gene12283,Claudin_2
gene12284,Claudin_2
gene21577,CLCA
gene22270,Cmc1
gene2326,COesterase
gene2223,COesterase
gene2225,COesterase
gene2321,COesterase
ENSSTOG00000019872,COesterase
gene2226,COesterase
gene2323,COesterase
gene2224,COesterase
ENSSTOG00000005600,Cofilin_ADF
ENSSTOG00000020149,Coilin_N
gene22511,COLFI
gene10246,Collagen
gene23839,Collagen
gene20081,Collagen
gene19343,Collagen
gene20975,Collagen
G24327,Collagen
gene20937,Collagen
gene9256,Collagen
gene22600,Collagen
G3428,Collectrin
ENSSTOG00000033419,COMM_domain
ENSSTOG00000032032,COMM_domain
G2410,COMP
G29940,COMP
gene18532,Connexin
gene17325,Connexin
G25596,Connexin
G25824,Connexin
gene23522,COPR5
ENSSTOG00000029517,COR
G5373,Cornifin
ENSSTOG00000032058,Cornifin
gene14082,Cornifin
G5374,Cornifin
gene8419,COX14
G25155,COX14
gene17702,COX15-CtaA
gene10791,COX17
gene6736,COX17
G18683,COX2_TM
gene17907,COX4
gene22048,COX5B
ENSSTOG00000021011,COX5B
gene4216,COX6B
ENSSTOG00000030918,COX6B
gene613,COX6C
gene8041,COX7a
gene19,COX7C
gene16118,COX8
G27220,COX8
gene21356,CO_deh_flav_C
gene23325,CO_deh_flav_C
gene7000,CPG4
ENSSTOG00000029291,Cpn10
ENSSTOG00000026525,Cpn60_TCP1
G37194,Cpn60_TCP1
gene18773,CpXC
gene25952,CpXC
gene18775,CpXC
gene15613,CpXC
gene24367,CpXC
gene24418,CpXC
gene24369,CpXC
gene15728,CpXC
gene1560,CpXC
gene24029,CpXC
gene24374,CpXC
gene25290,CpXC
gene24500,CRAL_TRIO
gene21346,CRAL_TRIO
gene21346,CRAL_TRIO_2
gene24500,CRAL_TRIO_2
gene24500,CRAL_TRIO_N
gene16669,CRM1_C
gene26313,Crystall
gene24770,Crystall
gene24769,Crystall
gene24771,Crystall
gene25550,Crystall
ENSSTOG00000025042,CS
gene25627,CSD
gene26188,Csm1
gene25952,Csm1
G4368,CT47
G3486,CTP_synth_N
gene22789,Cu-oxidase_4
G26252,Cu-oxidase_4
gene24949,Cu2_monooxygen
gene24949,Cu2_monoox_C
G38723,CUB
ENSSTOG00000023880,Cupin_4
ENSSTOG00000023880,Cupin_8
gene26220,Cu_amine_oxid
gene26221,Cu_amine_oxid
gene26220,Cu_amine_oxidN3
gene26221,Cu_amine_oxidN3
ENSSTOG00000031791,CybS
gene17094,Cystatin
gene15608,Cystatin
gene16544,Cys_knot
gene2415,Cyt-b5
gene16887,Cyt-b5
gene19790,Cyt-b5
ENSSTOG00000030181,Cyt-b5
ENSSTOG00000034929,Cytochrome_CBB3
gene8150,Cytochrome_CBB3
gene389,Cytochrome_CBB3
gene17888,Cytochrom_B558a
gene8100,Cytochrom_B561
gene11263,Cytochrom_B561
gene14286,Cytochrom_B561
gene20544,Cytochrom_B561
gene10203,Cytochrom_B561
gene8150,Cytochrom_C
ENSSTOG00000034929,Cytochrom_C
gene389,Cytochrom_C1
ENSSTOG00000034929,Cytochrom_C550
gene8150,Cytochrom_C550
G3398,Cyto_heme_lyase
ENSSTOG00000031881,Cyto_heme_lyase
gene7262,Cyt_bd_oxida_I
gene5339,DAGK_acc
gene11752,DAO
gene3731,DAO
gene3776,DAO
gene24805,DAO
gene25183,DAO
gene9089,DBB
G8743,DBINO
G16139,DBINO
gene15999,DbpA
gene10141,DCR
G22547,DctQ
gene10606,DCX
gene16275,DDE_1
gene21803,DDE_Tnp_1_7
G13998,DDE_Tnp_IS240
gene15821,DEAD
gene2388,DEAD
ENSSTOG00000033839,DEAD
gene26063,DEAD
G7118,DEC-1_C
G13756,Defensin_1
G13757,Defensin_1
gene23452,DEK_C
gene25454,DENN
gene11313,DEP
gene24418,Desulfoferrod_N
gene25952,Desulfoferrod_N
gene24424,Desulfoferrod_N
ENSSTOG00000030722,Det1
gene21875,DFRP_C
gene5164,DHHC
G23884,DHHC
G13,DHHC
gene12247,Disintegrin
gene8861,Disintegrin
gene23605,Disintegrin
gene13704,Disintegrin
G14203,Disintegrin
gene12636,Disintegrin
G14201,Disintegrin
gene12637,Disintegrin
ENSSTOG00000022469,DivIC
G1678,DivIC
ENSSTOG00000023687,DJ-1_PfpI
gene6962,DJ-1_PfpI
gene10246,DJ-1_PfpI
ENSSTOG00000020149,DKCLD
ENSSTOG00000011904,DKCLD
gene4976,DLH
gene9622,DLH
ENSSTOG00000031843,DMRT-like
G35863,DnaG_DnaB_bind
ENSSTOG00000034844,DnaJ
ENSSTOG00000030933,DnaJ
gene22952,DNA_ligase_OB_2
gene22953,DNA_ligase_OB_2
ENSSTOG00000004339,DNA_pol3_delta2
ENSSTOG00000029469,DNA_pol3_delta2
G10867,DNA_pol_A
gene25952,DNA_RNApol_7kD
gene24374,DNA_RNApol_7kD
G30901,DNA_RNApol_7kD
gene25907,DNA_RNApol_7kD
gene24418,DNA_RNApol_7kD
gene18775,DNA_RNApol_7kD
gene24371,DNA_RNApol_7kD
gene19573,DNA_RNApol_7kD
gene5551,dNK
gene24949,DOMON
gene10141,Dppa2_A
gene2089,Drf_GBD
gene11921,DSPc
G4958,DSPc
G21755,DSPc
gene13201,DSPc
ENSSTOG00000022641,DSPc
gene13297,DSPc
gene15729,DSPc
ENSSTOG00000020241,DUF1057
gene5089,DUF1103
ENSSTOG00000032631,DUF1151
G33846,DUF1196
G7835,DUF1201
G5215,DUF1220
ENSSTOG00000034207,DUF1241
gene26133,DUF1295
G38482,DUF1319
G887,DUF1385
G34999,DUF1414
gene16770,DUF1479
gene5516,DUF148
G26923,DUF1488
gene25907,DUF1495
gene3255,DUF155
G31423,DUF1582
gene21993,DUF1633
gene8457,DUF1635
G1156,DUF1664
G2410,DUF1664
gene22565,DUF1664
G14653,DUF1664
G10510,DUF1725
G8882,DUF1725
G1870,DUF1725
G9737,DUF1725
G20832,DUF1725
G27720,DUF1725
G38225,DUF1725
G29017,DUF1725
G13830,DUF1725
G16461,DUF1725
G35697,DUF1725
G21629,DUF1725
G18513,DUF1725
G37433,DUF1725
G8728,DUF1725
G4502,DUF1725
G30760,DUF1725
G29483,DUF1725
G18405,DUF1725
G26081,DUF1725
G7868,DUF1725
G3107,DUF1725
G25588,DUF1725
G4392,DUF1725
G4491,DUF1725
G16003,DUF1725
G5006,DUF1725
G4033,DUF1725
G3481,DUF1725
G9832,DUF1725
G21247,DUF1725
G36448,DUF1725
G38255,DUF1725
G14969,DUF1725
G25962,DUF1725
G17608,DUF1725
G37386,DUF1725
G12139,DUF1725
G34278,DUF1725
G7184,DUF1725
G5253,DUF1725
G31729,DUF1725
G28766,DUF1725
G29038,DUF1725
G4439,DUF1725
G27942,DUF1725
G341,DUF1725
G22579,DUF1725
G2095,DUF1725
G39673,DUF1725
G21242,DUF1725
G4351,DUF1725
G26913,DUF1725
G1084,DUF1725
G27993,DUF1725
G13493,DUF1725
G24620,DUF1725
G31235,DUF1725
G4816,DUF1725
ENSSTOG00000030155,DUF1726
gene16176,DUF1741
gene21173,DUF1776
gene22075,DUF1794
G19768,DUF1958
gene3596,DUF1962
gene26220,DUF1965
gene26221,DUF1965
G27592,DUF1968
gene24293,DUF1986
gene14504,DUF1986
gene19717,DUF1986
gene14499,DUF1986
G31618,DUF1986
gene14503,DUF1986
gene14505,DUF1986
gene20351,DUF1986
gene20348,DUF1986
gene20350,DUF1986
gene20347,DUF1986
gene1614,DUF1986
G30901,DUF2072
G27357,DUF21
G8568,DUF2106
G27719,DUF2180
G2740,DUF2181
G30901,DUF2256
G14552,DUF226
G34423,DUF2298
ENSSTOG00000023848,DUF2370
G19806,DUF2428
G3802,DUF2615
G16523,DUF2798
gene21044,DUF2802
G7468,DUF2830
G11992,DUF2852
gene7071,DUF2870
G17833,DUF2914
G10033,DUF3149
gene12247,DUF3152
gene15728,DUF3268
gene24025,DUF3268
gene25952,DUF3268
gene22466,DUF3268
gene15731,DUF3268
gene25290,DUF3268
gene18617,DUF3268
gene18002,DUF3268
gene15725,DUF3268
gene18538,DUF3268
gene18003,DUF3268
gene18613,DUF3268
gene24416,DUF3268
gene15730,DUF3268
gene24029,DUF3268
gene18007,DUF3268
gene22949,DUF3268
gene16631,DUF3268
gene18013,DUF3268
gene24881,DUF3268
gene15724,DUF3268
gene7625,DUF3268
gene18775,DUF3268
gene15613,DUF3268
gene18773,DUF3268
gene18615,DUF3268
gene17991,DUF3268
gene15727,DUF3268
gene24418,DUF3268
G19270,DUF3268
gene24028,DUF3268
gene24528,DUF3268
gene16630,DUF3268
gene25907,DUF3268
gene22670,DUF3268
gene26104,DUF3268
gene25048,DUF3268
gene23821,DUF3268
gene18000,DUF3268
gene17998,DUF3268
gene17999,DUF3268
gene25778,DUF3268
gene22946,DUF3268
gene26188,DUF3268
gene15726,DUF3268
gene24023,DUF3268
gene3029,DUF3268
gene18537,DUF3268
gene24368,DUF3268
gene13322,DUF3338
G15119,DUF3338
gene8075,DUF3342
G15126,DUF3371
G30716,DUF3450
G8586,DUF3466
G1400,DUF3466
G15748,DUF3466
gene12053,DUF3480
G31622,DUF3496
gene21708,DUF3523
gene7363,DUF3601
gene9889,DUF3669
G40765,DUF3687
G17596,DUF3704
G16975,DUF3704
G21380,DUF3704
gene3597,DUF3719
gene25952,DUF3741
gene25116,DUF3741
gene22941,DUF3741
gene22952,DUF3741
G30901,DUF3741
gene18615,DUF3741
gene9805,DUF3767
G3324,DUF3780
G11992,DUF3784
ENSSTOG00000034207,DUF3785
G17356,DUF3819
G15053,DUF3923
gene25952,DUF3936
gene15733,DUF3991
G29048,DUF4006
gene23746,DUF4027
G11992,DUF4064
gene7795,DUF4123
gene20290,DUF4162
G40789,DUF4181
gene21777,DUF4195
G14653,DUF4200
gene22235,DUF4201
gene18075,DUF4203
gene25080,DUF4239
gene5092,DUF4392
G11525,DUF4405
gene2867,DUF4448
G37102,DUF4455
G3540,DUF4455
G40072,DUF4455
gene22155,DUF4464
gene15081,DUF4502
gene17124,DUF4509
gene17124,DUF4510
gene22069,DUF4515
gene4328,DUF4521
G36879,DUF4534
gene2766,DUF4534
G36880,DUF4534
gene15128,DUF4535
gene20052,DUF4540
gene13118,DUF4549
gene24655,DUF4564
gene1037,DUF4589
gene661,DUF4594
gene10885,DUF4596
gene9515,DUF4599
G9340,DUF4599
gene17589,DUF4599
G9342,DUF4599
G9341,DUF4599
G9177,DUF4599
G25959,DUF4599
gene13059,DUF4605
gene9257,DUF4605
G4334,DUF4611
gene8462,DUF4618
gene15484,DUF4632
G25367,DUF4640
G25221,DUF4640
G34573,DUF4640
G3930,DUF4641
gene6486,DUF4648
gene6295,DUF4696
G15210,DUF4716
gene22901,DUF4746
G7490,DUF4780
G18954,DUF4795
gene25942,DUF4825
gene25990,DUF4825
G39062,DUF4905
gene8457,DUF4924
gene24369,DUF4934
gene20163,DUF4939
gene8462,DUF5082
G11081,DUF5426
gene7795,DUF5478
G28608,DUF569
gene1404,DUF641
G2635,DUF645
G29068,DUF677
gene3644,DUF716
gene3645,DUF716
G35499,DUF716
gene8457,DUF812
G3540,DUF812
ENSSTOG00000004339,DUF815
ENSSTOG00000029469,DUF815
ENSSTOG00000031366,DUF846
ENSSTOG00000032172,DUF846
ENSSTOG00000030928,DUF846
gene9948,DUF87
gene4528,DUF900
gene4527,DUF900
gene18012,DUF938
ENSSTOG00000031585,DUF948
G3792,DUF953
G3862,DUF974
ENSSTOG00000031588,DUF996
G21484,dUTPase
G20184,dUTPase
G15015,dUTPase
G14946,dUTPase
G37431,dUTPase
G4390,dUTPase
G35999,dUTPase
G2010,dUTPase
G3840,dUTPase
G37188,dUTPase
G4206,dUTPase
G18101,dUTPase
G18335,dUTPase
G15811,dUTPase
G10810,dUTPase
G26133,dUTPase
G39418,dUTPase
G3492,DXP_synthase_N
gene6997,Dynamin_M
gene6997,Dynamin_N
gene25546,Dynamin_N
gene26149,Dynamin_N
gene10988,Dynamin_N
ENSSTOG00000030045,Dynein_light
ENSSTOG00000020511,DZF
gene24368,DZR
gene24361,DZR
gene15728,DZR
gene15726,DZR
gene24558,DZR
gene24422,DZR
gene25952,DZR
gene24377,DZR
gene16833,DZR
gene17352,DZR
gene23881,DZR
gene24367,DZR
gene22941,DZR
gene15725,DZR
gene22760,DZR
G30901,DZR
gene19573,DZR
gene25778,DZR
gene25116,DZR
gene17851,DZR
gene24371,DZR
gene21820,E1-E2_ATPase
gene9528,E1-E2_ATPase
G3492,E1_dh
gene21701,EamA
ENSSTOG00000031645,EamA
ENSSTOG00000029260,EamA
ENSSTOG00000031588,EamA
ENSSTOG00000032120,ECH_1
ENSSTOG00000032120,ECH_2
G25367,ECM1
gene5089,EF-hand_1
ENSSTOG00000025494,EF-hand_1
ENSSTOG00000026622,EF-hand_1
G3462,EF-hand_1
ENSSTOG00000033233,EF-hand_1
G3468,EF-hand_1
gene15361,EF-hand_1
G3458,EF-hand_1
gene24825,EF-hand_1
gene24532,EF-hand_1
ENSSTOG00000028025,EF-hand_1
G28750,EF-hand_1
gene14073,EF-hand_1
gene5089,EF-hand_11
ENSSTOG00000026622,EF-hand_11
G3468,EF-hand_11
gene5089,EF-hand_4
ENSSTOG00000026622,EF-hand_4
G3468,EF-hand_4
gene5089,EF-hand_5
ENSSTOG00000025494,EF-hand_5
ENSSTOG00000026622,EF-hand_5
G3468,EF-hand_5
G3462,EF-hand_5
gene15361,EF-hand_5
G3458,EF-hand_5
ENSSTOG00000033233,EF-hand_5
ENSSTOG00000025494,EF-hand_6
gene5089,EF-hand_6
G3462,EF-hand_6
ENSSTOG00000026622,EF-hand_6
G3468,EF-hand_6
gene15361,EF-hand_6
gene24825,EF-hand_6
ENSSTOG00000033233,EF-hand_6
G3458,EF-hand_6
gene24532,EF-hand_6
ENSSTOG00000028025,EF-hand_6
gene5089,EF-hand_7
ENSSTOG00000025494,EF-hand_7
ENSSTOG00000026622,EF-hand_7
G3462,EF-hand_7
G3468,EF-hand_7
gene15361,EF-hand_7
gene24825,EF-hand_7
ENSSTOG00000033233,EF-hand_7
G3458,EF-hand_7
ENSSTOG00000028025,EF-hand_7
G5396,EF-hand_7
G5352,EF-hand_7
gene24532,EF-hand_7
gene14073,EF-hand_7
gene5089,EF-hand_8
ENSSTOG00000026622,EF-hand_8
G3468,EF-hand_8
ENSSTOG00000025494,EF-hand_8
ENSSTOG00000033233,EF-hand_8
G3462,EF-hand_8
gene15361,EF-hand_8
G3458,EF-hand_8
ENSSTOG00000028025,EF-hand_8
G28750,EF-hand_8
gene14073,EF-hand_8
gene5089,EF-hand_9
ENSSTOG00000026622,EF-hand_9
gene24825,EF-hand_9
ENSSTOG00000025494,EF-hand_9
gene5089,EFhand_Ca_insen
gene11503,EGF
gene4678,EGF
gene22511,EGF
gene15217,EGF
gene15217,EGF_2
gene207,EGF_2
gene12637,EGF_2
G14205,EGF_2
gene4360,EGF_2
gene23605,EGF_2
gene15217,EGF_CA
ENSSTOG00000031718,eIF-5a
ENSSTOG00000029243,eIF2A
ENSSTOG00000022960,eIF_4EBP
gene10862,ELL
gene15218,EMI
gene8780,EMP24_GP25L
gene3011,EMP24_GP25L
G31474,EMP24_GP25L
ENSSTOG00000033346,EMP24_GP25L
gene26117,EMP24_GP25L
gene10294,Ephrin_lbd
gene1969,Ephrin_lbd
gene1969,Ephrin_rec_like
gene15400,Epimerase
gene15401,Epimerase
gene7035,Epimerase
G35397,Epimerase
gene26133,ERG4_ERG24
G30983,EST1
G30983,EST1_DNA_bind
gene4132,ETF_QO
G9342,ETRAMP
ENSSTOG00000031326,Ets
gene16376,Exo_endo_phos
G22595,Exo_endo_phos
G4529,Exo_endo_phos
G4542,Exo_endo_phos
G1102,Exo_endo_phos
G10312,Exo_endo_phos
G8569,Exo_endo_phos
G3535,Exo_endo_phos
G31095,Exo_endo_phos
G14202,Exo_endo_phos
G39520,Exo_endo_phos
G36085,Exo_endo_phos
G10312,Exo_endo_phos_2
G14202,Exo_endo_phos_2
G31524,Exo_endo_phos_2
G12253,Exo_endo_phos_2
G28612,Exo_endo_phos_2
ENSSTOG00000028512,F-actin_cap_A
gene2346,F-box
gene2346,F-box-like
gene22511,F5_F8_type_C
gene4678,F5_F8_type_C
gene22020,FAA_hydrolase
gene11552,FAD_binding_1
gene11752,FAD_binding_2
gene21356,FAD_binding_5
gene23325,FAD_binding_5
gene21008,FAD_binding_6
gene23555,FAD_binding_6
gene9340,FAD_binding_6
gene7450,FAD_binding_6
gene7450,FAD_binding_8
gene11752,FAD_oxidored
gene13079,FAM101
gene22238,FAM104
gene24424,FAM178
gene24422,FAM178
G11891,FAM178
gene18002,FAM178
gene24361,FAM178
gene24369,FAM178
gene24418,FAM178
gene24364,FAM178
gene16509,FAM178
gene18010,FAM178
G18343,FAM183
gene23958,FAM209
gene3047,FAM221
gene3044,FAM221
ENSSTOG00000029491,FAM60A
gene17589,FAM75
G22421,FAM75
G9342,FAM75
G9177,FAM75
G22397,FAM75
G9341,FAM75
G25869,FAM75
G9340,FAM75
gene9515,FAM75
G9186,FAM75
G15299,FANCD2OS
G17356,FAO_M
G1327,FapA
G28608,Fascin
gene16209,FA_desaturase
gene16211,FA_desaturase
gene16210,FA_desaturase
gene16206,FA_desaturase
ENSSTOG00000026404,FCH
ENSSTOG00000028126,FCH
gene9948,FeoB_N
gene25083,FeoB_N
gene21356,Fer2
gene23325,Fer2
gene23325,Fer2_2
gene21356,Fer2_2
gene12850,FerB
gene12850,FerI
gene12850,Ferlin_C
G3403,FERM_M
gene7450,Ferric_reduct
G35232,Ferritin
gene7426,Ferritin
ENSSTOG00000021050,Ferritin
G32016,Ferritin
ENSSTOG00000031965,Ferritin
G35918,Ferritin
gene2089,Ferritin-like
G19768,Fez1
gene4629,FF
gene2912,FGF-BP1
G785,FGF-BP1
ENSSTOG00000015027,Fibin
gene17196,Fibrillarin
gene19343,Fibrinogen_C
gene24463,Fibrinogen_C
G37102,Fib_alpha
G40072,Fib_alpha
G3540,Fib_alpha
G18954,Fib_alpha
G1156,Fib_alpha
gene1404,Fib_alpha
G9958,Fib_alpha
gene5561,Filament
gene8463,Filament
gene8464,Filament
gene8462,Filament
gene5550,Filament
gene8458,Filament
gene8468,Filament
gene5549,Filament
gene8474,Filament
gene5516,Filament
gene5551,Filament
gene8457,Filament
gene8455,Filament
G16998,Filament
G890,Filament
G1156,Filament
gene16717,Filamin
gene8146,Fis1_TPR_C
gene4398,FixG_C
gene9473,FixQ
gene17253,FKBP_C
ENSSTOG00000031585,FlaC_arch
gene1404,FlaC_arch
ENSSTOG00000025257,FlaC_arch
gene11552,Flavodoxin_1
gene11602,Flavodoxin_1
gene24805,FMO-like
gene25183,FMO-like
gene3731,FMO-like
gene3776,FMO-like
gene3728,FMO-like
G39554,FMO-like
G39556,FMO-like
gene13297,fn3
G15228,fn3
gene23294,fn3
gene25978,fn3
G3394,fn3
G15228,fn3_2
gene6709,Folate_rec
ENSSTOG00000029592,Forkhead
ENSSTOG00000031556,FOXP-CC
gene5796,FR47
G7663,FR47
gene5802,FR47
gene5797,FR47
gene5795,FR47
gene16238,Fra10Ac1
ENSSTOG00000034466,Frataxin_Cyay
G28608,FRG1
gene4736,Fringe
gene3255,FSIP2
gene23337,FTCD_N
gene10988,FtsK_SpoIIIE
ENSSTOG00000029520,FUN14
gene15217,FXa_inhibition
gene24424,FYDLN_acid
G40873,FYDLN_acid
gene24418,FYDLN_acid
gene24377,FYDLN_acid
gene24370,FYDLN_acid
gene21993,FYRC
gene21993,FYRN
gene7625,FYVE
gene24025,FYVE
gene22952,FYVE
gene18001,FYVE
gene17997,FYVE
gene24416,FYVE
gene4684,FYVE
gene15730,FYVE
gene24028,FYVE
gene15732,FYVE
gene15726,FYVE
gene18537,FYVE
gene26104,FYVE
G1617,FYVE
G30901,FYVE
gene15728,FYVE
gene16509,FYVE
G29367,Fzo_mitofusin
ENSSTOG00000031777,G-alpha
ENSSTOG00000033383,G-alpha
gene17750,G-gamma
gene11313,G-gamma
gene652,G-patch
G7166,G-patch
G11279,G-patch
G3670,G-patch
G28034,G-patch
G24676,G-patch
G37644,G-patch
G18101,G-patch
