unique_gene_symbol,hy_LRT_padj,fore_LRT_padj,med_LRT_padj,adr_LRT_padj,liv_LRT_padj,kid_LRT_padj,cluster_f,cluster_h,cluster_m,gene_id,source,orf_len,exons,rna_len,novel,min_sig,domains,br_expr,nonbr_expr,transcript_id,majiq_directed
Fgfr1op2,4.804289154789009e-12,0.014014216399735189,1.792447442022559e-6,7.264717413199022e-4,1.3915715014490279e-14,2.4280204175725187e-5,insig,Cold_low_EM,Cold_low_EL,gene11908,reference,220,7,2829,0,4.804289154789009e-12,0,1,1,rna20651,0
Ints13,NA,NA,7.696285429160823e-17,0.0023347193121879685,2.5580980168503916e-17,1.3040547366164793e-4,filtered,filtered,Cold_low_EM,gene11910,reference,469,11,2127,0,7.696285429160823e-17,0,1,1,rna20652,0
Slco1a2,1.0173318977970233e-4,3.3352089529707033e-6,1.1773660789500361e-4,NA,0.3507904979632415,0.06625608492392993,Cold_high_EH,IBA_low,Unassigned,gene11950,reference,670,16,3261,0,3.3352089529707033e-6,0,1,1,rna20719,0
Lig4,1.1037524004521701e-38,1.631476056375742e-55,5.053847198337788e-56,3.037302002035951e-20,1.3604106827759124e-12,4.052843440335528e-25,Cold_low_EL,Cold_low_EL,Cold_low_EL,gene1197,reference,911,2,3088,0,5.053847198337788e-56,0,1,1,rna2265,0
Polk,0.024765002428395872,2.830908400526448e-4,2.0981949355800832e-4,0.531532851481321,NA,0.20857929544323187,Cold_low_EM,insig,Cold_low_EM,gene11980,reference,848,15,3184,0,2.0981949355800832e-4,0,1,1,rna20750,0
Hmgcr,2.7521052871047256e-6,0.00474397177218226,6.833237141778715e-11,0.015360830397889193,1.7238707484827054e-28,0.006267991225465635,insig,Winter_low,Winter_low,gene11982,reference,888,20,4818,0,6.833237141778715e-11,0,1,1,rna20756,0
Nsa2,5.269693140036436e-7,0.0018984122571146672,3.320463880053748e-5,0.6685999090603962,0.3860799083727125,0.06533686393078515,insig,Winter_high,Winter_high,gene11989,reference,170,4,631,0,5.269693140036436e-7,0,1,1,rna20764,0
Arglu1,5.748201440506512e-10,0.1124070566818569,2.1801861910925746e-4,0.0013218705062444907,2.648004540224183e-4,0.28665142583759473,insig,IBA_low,Winter_low,gene1199,reference,273,4,1788,0,5.748201440506512e-10,0,1,1,rna2269,0
Hexb,7.193071992936717e-14,1.3976538712800808e-5,9.911823109174639e-9,0.2417473438464843,0.008815613229595237,0.7496402276035455,IBA_high,IBA_high,IBA_high,gene11991,reference,544,15,1816,0,7.193071992936717e-14,0,1,1,rna20769,0
Znf366,6.263877898651545e-10,3.89809730777419e-25,3.4480369522811697e-20,4.670820377559453e-6,NA,3.037160546577102e-4,IBA_high,IBA_high,Cold_low_EM,gene12006,reference,746,5,5856,0,3.89809730777419e-25,0,1,1,rna20788,0
Zbed3,2.42941364827869e-6,0.11397790627284311,2.516808326457399e-10,0.17141561396341412,0.25199613027514717,0.11699633993778057,insig,IBA_low,Winter_low,gene12020,reference,239,3,4639,0,2.516808326457399e-10,0,1,1,rna20816,0
Otp,0.02534679819288301,NA,9.418039822955614e-10,NA,NA,NA,filtered,insig,Cold_high_EL,gene12024,reference,325,3,2710,0,9.418039822955614e-10,0,1,0,rna20826,0
Tbca,1.7029749924022465e-13,2.5293638869625713e-5,7.140094344025062e-5,0.9823155830719638,0.15876267933611177,0.0047146043850619605,Cold_high_EH,Winter_high,Cold_high_EL,gene12025,reference,144,4,677,0,1.7029749924022465e-13,0,1,1,rna20827,0
Lhfpl2,8.165869142752146e-6,2.887299914323711e-6,7.341089967884438e-5,0.0017749846420885439,0.5700750200454299,NA,Unassigned,Cold_low_EL,Cold_low_EM,gene12030,reference,228,4,4782,0,2.887299914323711e-6,0,1,1,rna20835,0
Arsb,2.2989188239718236e-5,9.240089590073007e-6,9.460804372772271e-5,0.9222069614974839,0.4452489789286423,0.399737219192886,IBA_low,IBA_low,IBA_low,gene12031,reference,531,8,5549,0,9.240089590073007e-6,0,1,1,rna20836,0
Jmy,2.3173959972968698e-21,1.2501987328806533e-11,1.3926199996752722e-5,0.34228354380438475,0.8860490898587055,0.9445825562487942,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12039,reference,990,11,8289,0,2.3173959972968698e-21,0,1,1,rna20844,0
Papd4,0.21963709199658052,0.0681669520861353,1.8577387376753012e-4,2.5912049292364216e-6,0.48780579710334143,0.009138561405734238,insig,insig,Cold_low_EH,gene12043,reference,484,16,3242,0,1.8577387376753012e-4,0,1,1,rna20850,0
Cmya5,0.0017630399660840677,0.045519497046446325,2.1504766510675957e-11,NA,NA,NA,insig,insig,Cold_low_EL,gene12044,reference,3774,13,12037,0,2.1504766510675957e-11,0,1,0,rna20851,0
Thbs4,NA,NA,8.311533381666963e-6,0.6853273623790779,NA,0.4164480272511592,filtered,filtered,Unassigned,gene12047,reference,961,22,3349,0,8.311533381666963e-6,0,1,1,rna20858,0
Serinc5,2.9091431660897448e-9,7.3010016578455925e-22,2.8672146612070288e-12,0.754563489160476,2.2266039665168972e-4,0.014800069308159134,IBA_high,Cold_low_EL,Cold_low_EM,gene12048,reference,461,12,6180,0,7.3010016578455925e-22,0,1,1,rna20859,0
Greb1l,2.2816874036607266e-6,0.00258598923354165,6.925437373142176e-4,0.042715933644809786,0.047087608002326364,0.06630977288957648,insig,Cold_low_EL,Cold_low_EH,gene12068,reference,1965,33,7792,0,2.2816874036607266e-6,0,1,1,rna20883,0
Esco1,1.917165640885492e-32,3.5818399119074555e-19,6.441595175927176e-12,0.004344109582319999,1.1807819384504778e-9,4.2059879331150584e-4,Cold_low_EM,Cold_low_EL,Cold_low_EL,gene12069,reference,833,13,4782,0,1.917165640885492e-32,0,1,1,rna20890,0
Cables1,0.34131604292454387,3.260753201703268e-7,6.532499367713009e-13,3.260998233641609e-4,0.5597037413898536,5.2360304687878714e-5,Winter_low,insig,Unassigned,gene12078,reference,559,11,4432,0,6.532499367713009e-13,0,1,1,rna20905,0
Npc1,2.820211398426293e-6,5.050449463969094e-10,2.6062362133341775e-6,0.10105527479223403,7.572101199971154e-7,0.7937489043874061,IBA_high,IBA_high,IBA_high,gene12082,reference,1286,25,4751,0,5.050449463969094e-10,0,1,1,rna20909,0
Osbpl1a,1.1231954836691829e-9,0.03886183189514016,4.141112389472302e-8,3.84138311245397e-5,1.9858070885114835e-12,0.06117190221026042,insig,IBA_low,IBA_low,gene12087,reference,954,29,4033,0,1.1231954836691829e-9,0,1,1,rna20920,0
Impact,7.076946278616659e-4,9.997026908429708e-4,6.974526053424346e-4,0.005171327665670032,0.024298696330650574,1.134270313063247e-7,Cold_high_EH,Unassigned,Unassigned,gene12088,reference,348,12,3689,0,6.974526053424346e-4,0,1,1,rna20930,0
Ss18,0.05401572340085104,0.2374582103711859,3.242653374329295e-4,0.4690739785724158,0.27031129403948095,0.46970386078081683,insig,insig,Cold_low_EM,gene12094,reference,418,12,2664,0,3.242653374329295e-4,0,1,1,rna20935,0
Aqp4,0.0120056206176473,0.08035059193644507,7.963618150524659e-7,NA,NA,NA,insig,insig,Winter_low,gene12102,reference,323,5,5156,0,7.963618150524659e-7,0,1,0,rna20946,0
NPAT,1.5058326999476755e-8,4.321846652347049e-4,3.19787109122502e-5,0.009982767775725213,0.36292823000744673,0.6099344392287263,IBA_high,IBA_high,Cold_low_EH,gene12110,human_blastn,1432,18,5981,0,1.5058326999476755e-8,0,1,1,rna20958,0
Acat1,1.6560428894641746e-7,4.437827188300949e-6,1.1323749875510995e-5,7.617167313992722e-7,0.03201821567766322,0.22958981331869857,IBA_low,IBA_low,IBA_low,gene12111,reference,427,12,1577,0,1.6560428894641746e-7,0,1,1,rna20960,0
Aasdhppt,2.9107680206907263e-6,0.15981705758268172,9.903180681189122e-4,0.3510466944554364,0.20805305395738263,2.6165893664460124e-4,insig,IBA_high,Winter_high,gene12120,reference,309,6,2830,0,2.9107680206907263e-6,0,1,1,rna20974,0
Msantd4,1.3493160375789461e-14,2.2208766439023347e-7,2.142987222835853e-11,1.0510599081620938e-10,3.058315458937135e-10,4.6961403163560015e-4,Cold_low_EM,Cold_low_EM,Cold_low_EL,gene12123,reference,345,3,2897,0,1.3493160375789461e-14,0,1,1,rna20976,0
Ccdc168,NA,1.9104282585796175e-5,2.5159222469219795e-9,9.55414337751538e-4,0.030057431559787056,NA,Winter_low,filtered,Unassigned,gene1213,reference,7797,2,23496,0,2.5159222469219795e-9,0,1,1,rna2296,0
Birc2,6.320409941016303e-9,0.006442437473096453,7.581116087203186e-4,0.09087309254123853,1.6271223350468904e-11,4.023897308128737e-5,insig,Cold_low_EL,Cold_low_EL,gene12150,reference,596,9,5611,0,6.320409941016303e-9,0,1,1,rna21014,0
Birc3,5.350305462221026e-18,2.882416722604021e-14,1.6233611351870943e-17,1.2197559203358189e-4,8.513871570499948e-8,3.352079847767973e-4,Cold_low_EM,Cold_low_EL,Cold_low_EL,gene12151,reference,652,8,4520,0,5.350305462221026e-18,0,1,1,rna21017,0
Cep126,0.0301228773333596,0.028134647249911875,4.137006395649917e-5,NA,NA,NA,insig,insig,Cold_high_EH,gene12154,reference,1124,11,4272,0,4.137006395649917e-5,0,1,0,rna21028,0
Cd83,0.0027576969772370825,6.706581652080648e-4,7.515085641818749e-7,7.543904170492726e-7,NA,NA,Cold_high_EM,insig,Unassigned,gene12171,reference,203,5,2186,0,7.515085641818749e-7,0,1,1,rna21052,0
Mylip,3.75169366047678e-20,7.100423830817562e-27,3.2164246574236755e-6,3.464428667015857e-14,1.3415113094947887e-10,6.786233671495779e-8,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12176,reference,436,7,3017,0,7.100423830817562e-27,0,1,1,rna21059,0
Kdm1b,0.013654030910091238,0.19480979320127023,1.009227611402581e-8,2.8626115960538434e-8,2.903747432769451e-4,0.3560904256808263,insig,insig,Unassigned,gene12191,reference,838,20,4372,0,1.009227611402581e-8,0,1,1,rna21083,0
Mboat1,NA,NA,3.2244127791689474e-6,0.2584042778840361,NA,NA,filtered,filtered,Winter_low,gene12195,reference,468,13,2546,0,3.2244127791689474e-6,0,1,1,rna21087,0
E2f3,0.006307979998375933,0.014679809372411494,1.3504817644242878e-4,1.544035938787927e-5,2.7321716023295513e-9,0.5826645534279961,insig,insig,IBA_high,gene12198,reference,460,7,4687,0,1.3504817644242878e-4,0,1,1,rna21088,0
Pdlim3,1.8456494569576628e-5,NA,2.5747177791592188e-11,NA,NA,NA,filtered,Unassigned,Unassigned,gene12257,reference,362,8,1749,0,2.5747177791592188e-11,0,1,0,rna21194,0
Slc25a4,2.1978039649823506e-22,1.0480346037017242e-4,5.583336637100886e-4,1.858386825538643e-4,5.830460383164175e-5,0.05664897883667186,Cold_high_EM,Cold_high_EH,Cold_high_EM,gene12266,reference,298,4,1346,0,2.1978039649823506e-22,0,1,1,rna21210,0
Irf2,5.127889093974045e-10,2.905928069989862e-14,1.9893556479164784e-15,0.005587888626299571,0.1287780481582685,0.002548516064878761,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12273,reference,406,10,2484,0,1.9893556479164784e-15,0,1,1,rna21222,0
Cdkn2aip,6.2949968675503674e-27,2.0312650107099772e-16,5.8291921997377704e-8,1.8606444674652003e-12,0.10724054260392507,0.0015988419266008643,Cold_low_EL,Cold_low_EL,Cold_low_EL,gene12282,reference,582,3,2710,0,6.2949968675503674e-27,0,1,1,rna21236,0
Gdf10,8.467006155811073e-4,4.440676810552827e-6,2.8292688430125423e-7,NA,NA,NA,Cold_high_EM,Cold_high_EH,Cold_high_EH,gene12291,reference,472,3,2502,0,2.8292688430125423e-7,0,1,0,rna21250,0
Msmo1,0.003479866327878278,0.6476980600895949,3.3492858774958736e-9,0.20164340146091583,3.3375816018503074e-12,7.338762422564468e-7,insig,insig,Cold_low_EL,gene12312,reference,292,7,2040,0,3.3492858774958736e-9,0,1,1,rna21273,0
Npy1r,1.2382954046283895e-17,5.825935673066749e-4,3.5829283720416137e-8,0.12714530446314173,0.05457280029005047,NA,Cold_low_EH,Cold_low_EM,Cold_low_EH,gene12325,reference,383,3,3246,0,1.2382954046283895e-17,0,1,1,rna21292,0
Hr,6.513741403864567e-8,5.698489503007869e-7,2.856305368893592e-5,0.1846884784758026,NA,0.11610910771111507,Unassigned,Unassigned,Unassigned,gene12350,reference,1184,20,5786,0,6.513741403864567e-8,0,1,1,rna21339,0
Lgi3,2.313022383379777e-8,4.9175686527283985e-5,4.994536644770568e-8,1.9031519276822096e-4,NA,NA,Unassigned,Cold_high_EH,Cold_high_EM,gene12353,reference,548,8,3253,0,2.313022383379777e-8,0,1,1,rna21343,0
Phyhip,0.0072986627163691845,0.9628564856316221,2.917208577111669e-5,NA,NA,NA,insig,insig,Cold_high_EL,gene12355,reference,330,5,3080,0,2.917208577111669e-5,0,1,0,rna21345,0
Sorbs3,6.526180934610476e-6,0.34653575905507095,3.129343528152404e-5,0.03628800118394939,0.08017196156200346,0.8159642576779239,insig,IBA_low,IBA_low,gene12360,reference,756,21,3054,0,6.526180934610476e-6,0,1,1,rna21351,0
Bin3,0.0012875637849275926,0.11440901102502979,5.850282865263231e-5,0.030178597963647538,0.17544530872604897,0.6033360484589826,insig,insig,Cold_low_EM,gene12364,reference,253,10,1764,0,5.850282865263231e-5,0,1,1,rna21370,0
R3hcc1,2.650367230053581e-5,1.654481413855024e-11,4.109960004111797e-6,0.004511471574459883,3.893091617977314e-4,2.884429163267786e-4,Cold_high_EM,Cold_high_EH,Cold_high_EM,gene12371,reference,466,8,1558,0,1.654481413855024e-11,0,1,1,rna21383,0
Entpd4,0.22439056024988688,0.023731006259260983,7.576195844995285e-4,0.9397737424467258,1.2151191044754679e-4,0.7047950812411762,insig,insig,Winter_high,gene12373,reference,616,12,7075,0,7.576195844995285e-4,0,1,1,rna21387,0
Dguok,1.769230048067809e-7,1.834859664581033e-6,7.760995477368085e-5,0.3590338076917065,0.16052695955980112,2.353230236105657e-4,Cold_high_EH,Winter_high,Cold_high_EH,gene12388,reference,299,7,1742,0,1.769230048067809e-7,0,1,1,rna21402,0
Mob1a,2.606379535736922e-16,2.793903613814357e-13,4.7547508149054115e-18,0.3523651153999928,0.6225355531884923,0.5168118674412618,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12391,reference,216,6,4224,0,4.7547508149054115e-18,0,1,1,rna21406,0
Mthfd2,2.9895251551306855e-5,NA,8.225499687096971e-4,1.5720978437555637e-4,NA,NA,filtered,Unassigned,Unassigned,gene12392,reference,350,8,2153,0,2.9895251551306855e-5,0,1,1,rna21407,0
Dctn1,2.5573216741400266e-5,0.03763658945813514,7.0271649320341054e-6,0.0417313318162682,1.823021944716426e-6,0.7032875096425513,insig,IBA_low,Cold_high_EM,gene12394,reference,1281,32,4501,0,7.0271649320341054e-6,0,1,1,rna21420,0
Rtkn,5.170094130532583e-7,2.3869808803360503e-5,6.234273936382839e-6,0.2654391187230649,NA,0.18414676077784609,IBA_low,IBA_low,IBA_low,gene12398,reference,562,12,2144,0,5.170094130532583e-7,0,1,1,rna21430,0
Fmnl2,0.0010995997838536482,0.34087539751781404,4.0219362044851425e-4,0.33689493858627906,0.44806598724430874,0.29241047890389105,insig,insig,Cold_low_EH,gene124,reference,1079,28,6626,0,4.0219362044851425e-4,0,1,1,rna272,0
Mogs,7.165547313761341e-25,6.7229765930059696e-21,8.978480366821193e-27,1.7557050018677412e-19,4.957794826779824e-14,1.1215375800726464e-10,Cold_low_EL,Cold_low_EM,Cold_low_EL,gene12401,reference,839,4,2869,0,8.978480366821193e-27,0,1,1,rna21437,0
Dok1,0.03657239499915844,NA,3.393425780848714e-6,0.2012939989609888,NA,0.8971471573905464,filtered,insig,Winter_low,gene12412,reference,496,6,1962,0,3.393425780848714e-6,0,1,1,rna21454,0
Hk2,9.022681627604791e-13,1.542261153386788e-16,2.1982189573059615e-13,3.8673067673080465e-5,NA,NA,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12418,reference,917,18,5185,0,1.542261153386788e-16,0,1,1,rna21459,0
Lrrtm4,6.407074358191976e-23,2.415757320092495e-5,2.13358195726004e-14,NA,NA,NA,IBA_low,IBA_low,Cold_high_EM,gene12428,reference,590,3,3015,0,6.407074358191976e-23,0,1,0,rna21474,0
Lrrtm1,0.019388836911775786,0.13016890766416486,6.266132520686436e-5,NA,NA,0.7920945000915269,insig,insig,Unassigned,gene12434,reference,521,2,6514,0,6.266132520686436e-5,0,1,1,rna21481,0
Hs6st3,0.01893998540894483,0.7484338161259474,7.886336599635951e-6,0.057507772381777,NA,NA,insig,insig,Unassigned,gene1244,reference,470,2,7625,0,7.886336599635951e-6,0,1,1,rna2368,0
Angel2,8.687514561126783e-5,2.8801544340848177e-6,7.991028472164103e-9,0.0024907104212123026,5.918128672427449e-11,0.17134888083596217,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12443,reference,544,9,2594,0,7.991028472164103e-9,0,1,1,rna21490,0
Tmem206,0.9864138845585442,0.27306870253920257,5.014332095747981e-4,NA,NA,0.6731239710194225,insig,insig,Cold_high_EH,gene12454,reference,350,8,2594,0,5.014332095747981e-4,0,1,1,rna21513,0
Cd34,0.002196632710163287,3.004291028544534e-4,6.215047367989188e-4,1.1214176825803471e-6,NA,0.38415165064430035,Unassigned,insig,Cold_high_EH,gene12484,reference,382,8,2305,0,3.004291028544534e-4,0,1,1,rna21585,0
Cd46,1.1408699199439978e-4,0.047030191920869456,3.831076079608662e-6,0.9373865432171787,0.02001711448748567,0.7236752556104531,insig,Cold_low_EM,Cold_low_EM,gene12487,reference,391,12,4597,0,3.831076079608662e-6,0,1,1,rna21594,0
Dzip1,2.744362306758091e-14,1.7781556725497116e-7,6.27366971222257e-5,0.05610843287591432,NA,0.25541092200664767,Unassigned,Unassigned,Unassigned,gene1249,reference,874,22,4168,0,2.744362306758091e-14,0,1,1,rna2377,0
Yod1,8.778219058493155e-46,1.8683630315551964e-39,3.236161307784404e-14,2.878083986449896e-17,0.5435196841612444,2.162157639920737e-9,Cold_low_EM,Cold_low_EM,Cold_low_EL,gene12496,reference,348,2,7203,0,8.778219058493155e-46,0,1,1,rna21625,0
Stam2,2.5941224965393663e-5,5.125064507259672e-4,1.297091037888108e-4,0.19349387149907554,0.7179199770908214,0.19944589563363702,IBA_high,IBA_high,Cold_low_EH,gene125,reference,524,14,3458,0,2.5941224965393663e-5,0,1,1,rna273,0
Cldn10,3.0131950001781664e-10,0.004235574705382678,1.39979048616485e-5,NA,0.007649176974452139,0.0297176630143017,insig,Winter_low,Winter_low,gene1250,reference,231,5,3080,0,3.0131950001781664e-10,0,1,1,rna2382,0
Eif2d,4.758240307876905e-6,0.013654948193171932,6.133430595870134e-4,0.001551939520689665,0.6132627044385554,6.532325566655212e-4,insig,Cold_high_EH,Cold_high_EM,gene12507,reference,581,15,2093,0,4.758240307876905e-6,0,1,1,rna21638,0
Rassf5,1.0631950623106258e-9,1.2521979859601454e-11,3.255168941868204e-10,0.45433987180076973,0.012502023865012021,0.39506485829034177,Cold_low_EL,Cold_low_EL,Cold_low_EL,gene12508,reference,265,5,3123,0,1.2521979859601454e-11,0,1,1,rna21639,0
Rbbp5,0.0018281858510089692,8.488925474807262e-5,2.1066956894781234e-4,4.081729335809568e-5,1.5505513370056787e-6,2.368593434089654e-15,Cold_low_EM,insig,Cold_low_EM,gene12535,reference,538,14,3750,0,8.488925474807262e-5,0,1,1,rna21682,0
Bri3bp,0.23675830892234234,0.1628291745377394,3.985676362572563e-5,0.1369546127373769,NA,0.2946127304724772,insig,insig,Winter_high,gene12543,reference,195,3,888,0,3.985676362572563e-5,0,1,1,rna21692,0
Ubc,2.2927985388035475e-32,1.1893045144569731e-4,2.395594764101188e-13,5.868789849642714e-5,0.0012203735754742172,0.062481266067056895,Cold_high_EM,Cold_high_EM,Cold_high_EM,gene12550,reference,77,3,386,0,2.2927985388035475e-32,0,1,1,rna21699,0
Atp6v0a2,1.287540893552392e-32,1.0709228956395364e-20,1.0088894414606893e-8,4.0025513484893966e-7,1.1722017277366375e-5,0.5570737888153441,IBA_high,Cold_low_EM,IBA_high,gene12556,reference,760,20,6467,0,1.287540893552392e-32,0,1,1,rna21706,0
Gtf2h3,5.851216790817588e-6,1.4818677686991784e-4,7.505776901318895e-4,0.302754676052173,0.07837720963599647,0.44744976735182457,Winter_high,Winter_high,Winter_high,gene12558,reference,309,14,1290,0,5.851216790817588e-6,0,1,1,rna21710,0
Eif2b1,3.979749245482526e-4,0.003322544184503239,6.584551111146037e-5,0.015117714653668363,0.010793358374708049,0.7024351995376982,insig,IBA_high,Winter_high,gene12559,reference,305,9,1162,0,6.584551111146037e-5,0,1,1,rna21713,0
Ddx55,1.9162135412954454e-7,0.005666904760294498,5.0894551615672055e-05,0.061557615361103095,5.313909632233805e-5,0.015041353516265938,insig,Winter_high,IBA_high,gene12560,reference,600,15,1943,0,1.9162135412954454e-7,0,1,1,rna21714,0
Tmed2,0.014775407958659463,3.0144785570410115e-13,6.20178966551187e-5,0.004347610441295491,0.3702386018432406,0.07008089135807259,Winter_high,insig,Winter_high,gene12561,reference,171,4,1451,0,3.0144785570410115e-13,0,1,1,rna21719,0
Rilpl1,0.0038865782652539502,0.050610574734288226,1.6106909510730134e-6,0.18580573261526062,2.7320790177227072e-8,0.06189074250647762,insig,insig,Unassigned,gene12562,reference,411,8,1633,0,1.6106909510730134e-6,0,1,1,rna21722,0
Kmt5a,3.472090394883812e-5,1.8353499043304945e-14,3.927439019026484e-8,0.143005173029085,5.658111041181146e-9,0.004145061542816242,Cold_low_EM,Cold_low_EM,Cold_low_EL,gene12565,reference,496,7,2233,0,1.8353499043304945e-14,0,1,1,rna21726,0
Mphosph9,1.4604560761589356e-4,1.3413241576896644e-8,7.301164161787126e-13,0.0037314995206172803,0.009426768586623046,0.459165033779545,Cold_low_EM,Cold_low_EL,Cold_low_EM,gene12569,reference,1117,23,5319,0,7.301164161787126e-13,0,1,1,rna21736,0
Abcb9,5.849528052695842e-13,0.00470059182003716,3.0603582154487785e-8,0.06567975137691685,NA,0.47429707256293874,insig,Winter_high,Winter_high,gene12573,reference,766,12,3548,0,5.849528052695842e-13,0,1,1,rna21748,0
Hip1r,0.021434558333646127,8.512609437800497e-4,1.8653486297443046e-6,1.9562433065325208e-4,0.08216091570639963,0.4857828710229066,Cold_high_EM,insig,Unassigned,gene12575,reference,890,32,4261,0,1.8653486297443046e-6,0,1,1,rna21751,0
Rsrc2,5.858552458625175e-8,0.010515877821073593,1.6704103699652097e-19,0.007667217935557422,5.83823720658957e-8,0.007329536779919019,insig,Cold_low_EL,Cold_low_EL,gene12581,reference,435,10,1934,0,1.6704103699652097e-19,0,1,1,rna21761,0
Zcchc8,0.0028332166287960044,0.004820024863377759,1.5382175265459883e-4,0.425547356374455,0.36839210128677574,0.7110446105966717,insig,insig,Cold_low_EH,gene12582,reference,706,14,4311,0,1.5382175265459883e-4,0,1,1,rna21763,0
Diablo,7.653322422921374e-5,0.09065897884434601,4.749865974546829e-5,0.6809306424203311,0.4855844878016397,0.019080708705976886,insig,Winter_high,Unassigned,gene12585,reference,268,6,1689,0,4.749865974546829e-5,0,1,1,rna21787,0
Psmd9,1.1391158252767646e-8,1.0026971264209238e-6,8.625713026608729e-6,5.7566795888456266e-5,1.1664046730835196e-4,0.02576493530391515,Winter_high,IBA_high,Winter_high,gene12592,reference,223,6,1983,0,1.1391158252767646e-8,0,1,1,rna21794,0
Setd1b,2.614565828153602e-11,9.571394299281586e-4,1.3281056950965766e-4,0.24012040189730427,0.07377064108248624,0.06778364172165621,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12597,reference,1984,16,7139,0,2.614565828153602e-11,0,1,1,rna21799,0
Rhof,0.0021305305588754553,0.006830325639156718,7.581116087203186e-4,2.7121642068351816e-21,1.997883996909452e-6,0.00010626674313531726,insig,insig,Cold_low_EM,gene12598,reference,211,7,9571,0,7.581116087203186e-4,0,1,1,rna21804,0
Rnf34,1.5886866995042843e-9,6.429771631214858e-6,4.0003682233999915e-4,0.011045312658827664,0.004451707222283434,0.0018666752253923685,IBA_high,IBA_high,IBA_high,gene12606,reference,385,7,2153,0,1.5886866995042843e-9,0,1,1,rna21824,0
Gpc5,NA,1.3319632219970175e-5,1.4748039136559896e-7,NA,NA,NA,Winter_low,filtered,Winter_low,gene1261,reference,83,2,2291,0,1.4748039136559896e-7,0,1,0,rna2392,0
ARPC3_gene12616,4.89780199019239e-6,0.040921568287866854,1.7351739700466542e-5,0.519437896149432,0.005283049430082064,0.017118890077712057,insig,Winter_high,Cold_high_EM,gene12616,human_blastn,35,2,206,0,4.89780199019239e-6,0,1,1,rna21846,0
Cux2,8.341314471636724e-4,0.029548667725556033,3.2955582037212113e-4,1.4237367840931701e-5,0.18740514966789912,NA,insig,Unassigned,Unassigned,gene12627,reference,1536,22,7253,0,3.2955582037212113e-4,0,1,1,rna21863,0
Sh2b3,2.3960639997537378e-27,4.449966853809648e-20,3.943150323315337e-37,0.031752091006417245,7.74980733743744e-4,0.0013687537405733367,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene12629,reference,446,8,4991,0,3.943150323315337e-37,0,1,1,rna21865,0
Brap,5.304670804670615e-4,4.289641748031424e-10,3.887336026461716e-4,0.03435558572583947,0.15913315837765862,7.582571705631925e-10,Winter_high,Winter_high,Winter_high,gene12632,reference,592,12,3994,0,4.289641748031424e-10,0,1,1,rna21870,0
Acad10,2.9623683157961177e-14,3.181982370299932e-6,7.989157760449245e-5,0.17344891238133758,4.629590773984548e-13,0.596188870567887,Cold_high_EH,Cold_high_EH,Cold_high_EH,gene12633,reference,1079,21,4443,0,2.9623683157961177e-14,0,1,1,rna21872,0
Aldh2,1.9411988912647752e-4,4.1508239450473806e-6,3.5587529889391076e-5,0.013556437317521545,0.4030089370185321,0.016671094737863434,Cold_high_EM,Cold_high_EM,Cold_high_EM,gene12634,reference,517,13,2026,0,4.1508239450473806e-6,0,1,1,rna21874,0
Naa25,0.0017065104013827535,5.246429631321009e-5,3.478504032168153e-5,0.01409229598215597,0.4150700310155862,0.5610876671991253,IBA_high,insig,Winter_high,gene12640,reference,972,24,5799,0,3.478504032168153e-5,0,1,1,rna21888,0
Slitrk5,2.0820888122024638e-21,0.14304456651621886,3.716527033227764e-6,0.03941126829585564,NA,NA,insig,Winter_low,Winter_low,gene1265,reference,957,2,4669,0,2.0820888122024638e-21,0,1,1,rna2396,0
Fbxw8,8.419128934760137e-4,6.28453797122679e-4,6.930550620026424e-4,0.0018698483886278796,1.3325089064118075e-4,0.2224057150059886,Unassigned,Winter_high,Winter_high,gene12651,reference,490,10,2647,0,6.28453797122679e-4,0,1,1,rna21901,0
Rnft2,7.018990108542639e-16,0.001512016073137645,2.3378309360692727e-4,0.0012280599907670757,NA,NA,insig,IBA_low,Unassigned,gene12652,reference,423,10,4194,0,7.018990108542639e-16,0,1,1,rna21902,0
Pole3,1.8942431488005478e-7,3.238560845823554e-4,9.922089208107231e-6,5.869353929095615e-6,0.4298168367121469,0.009450838490249342,Winter_high,Unassigned,Winter_high,gene12661,reference,147,4,1178,0,1.8942431488005478e-7,0,1,1,rna21915,0
Bspry,0.020278625886133172,2.6167687989738942e-5,2.204438591309082e-5,0.08298332376984326,NA,0.9156551931345643,IBA_low,insig,Cold_high_EM,gene12664,reference,315,6,1950,0,2.204438591309082e-5,0,1,1,rna21919,0
Prpf4,0.002505774796966995,0.022618991482113996,1.8435204508947153e-4,4.3664794936676136e-24,0.011030392911225694,0.7999413846920519,insig,insig,IBA_high,gene12668,reference,521,14,3212,0,1.8435204508947153e-4,0,1,1,rna21926,0
