unique_gene_symbol,hy_LRT_padj,fore_LRT_padj,med_LRT_padj,adr_LRT_padj,liv_LRT_padj,kid_LRT_padj,cluster_f,cluster_h,cluster_m,gene_id,source,orf_len,exons,rna_len,novel,min_sig,domains,br_expr,nonbr_expr,transcript_id,majiq_directed
Smarcd2,1.2529535626093114e-8,0.19064832122336386,2.1089096206475164e-5,0.0011528886316250115,0.11972853398548121,0.8787385250751659,insig,Cold_low_EL,Unassigned,gene11278,reference,531,13,2832,0,1.2529535626093114e-8,0,1,1,rna19718,0
Ern1,7.09897399592286e-27,2.837406146619051e-13,4.952045937372772e-15,8.26848189023062e-6,5.782069721973502e-5,0.8336416058113164,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11285,reference,990,23,7331,0,7.09897399592286e-27,0,1,1,rna19727,0
Smurf2,5.547146208055101e-6,1.6755558911245672e-5,0.0032244644255555463,0.4434768261722518,0.10265910563939416,0.056250784598188865,Cold_low_EM,Cold_low_EL,insig,gene11294,reference,756,20,2745,0,5.547146208055101e-6,0,1,1,rna19741,0
Kpna2,3.1694471913163117e-13,3.13459743003308e-5,4.254365738065297e-9,2.816539768093995e-6,0.043243393247320815,2.1392237284521452e-6,IBA_high,IBA_high,IBA_high,gene11295,reference,529,11,2106,0,3.1694471913163117e-13,0,1,1,rna19742,0
Kiaa1024,6.97902319415719e-4,NA,0.236688800858595,5.587019824410749e-4,NA,NA,filtered,Cold_low_EM,insig,gene1130,reference,916,4,3339,0,6.97902319415719e-4,0,1,1,rna2132,0
Pitpnc1,9.704183375674277e-6,0.0851469245651709,0.5160587231176461,0.4460014870158196,0.2810088589833615,0.12705074345626602,insig,Unassigned,insig,gene11300,reference,332,9,4586,0,9.704183375674277e-6,0,1,1,rna19748,0
Psmd12,1.8211234165140395e-14,0.39623779949765153,0.008480301129085408,0.1386133498538365,0.0016328743194037089,0.06484716977794183,insig,Unassigned,insig,gene11301,reference,456,11,1836,0,1.8211234165140395e-14,0,1,1,rna19750,0
Helz,2.6948241952820995e-10,4.431909983142948e-8,0.007102566642288487,0.11941485437966391,0.08205946794769065,0.10512774056963381,Cold_low_EL,IBA_high,insig,gene11302,reference,1340,33,13976,0,2.6948241952820995e-10,0,1,1,rna19751,0
Cacng4,6.578877540775148e-5,0.02987534984883658,0.009003835345061585,NA,NA,NA,insig,Unassigned,insig,gene11304,reference,321,4,3336,0,6.578877540775148e-5,0,1,0,rna19753,0
Cep112,8.501594758958437e-9,1.9930185562886573e-9,1.2104200443042571e-4,7.33675100408925e-8,NA,0.364422782717781,Cold_high_EH,Cold_high_EM,Cold_high_EM,gene11309,reference,954,25,2873,0,1.9930185562886573e-9,0,1,1,rna19759,0
Axin2,5.632714106278999e-4,1.1791190994485782e-4,0.007788111879067071,0.6939096193478946,0.027041061422259895,0.2361078475700083,Cold_low_EM,Cold_low_EH,insig,gene11311,reference,840,11,4185,0,1.1791190994485782e-4,0,1,1,rna19763,0
ABCA8,2.0685480986059946e-8,6.730751727803494e-7,5.513416536229959e-13,0.0013001860208110866,NA,0.07292767376650829,Unassigned,Unassigned,Unassigned,gene11324,human_blastn,1629,44,7433,0,5.513416536229959e-13,0,1,1,rna19787,0
Bud13,1.9148036665814826e-35,3.588624440645807e-25,1.6592546081324296e-24,2.684111401114338e-7,0.002059599710037387,4.068551212839594e-6,Cold_low_EL,Cold_low_EL,Cold_low_EL,gene11339,reference,750,10,5067,0,1.9148036665814826e-35,0,1,1,rna19811,0
Zpr1,1.3734844518679712e-9,1.3967201275840367e-8,1.8208094845470036e-5,0.0023217835467833786,2.7258002519747947e-11,0.0036713495306229956,Winter_high,Unassigned,Winter_high,gene11340,reference,459,14,1879,0,1.3734844518679712e-9,0,1,1,rna19812,0
Pafah1b2,9.312293845967666e-6,0.04256296190201705,0.0663598234453764,0.8429330358424642,0.0019477608835447066,0.056172752872244616,insig,IBA_high,insig,gene11347,reference,229,6,4115,0,9.312293845967666e-6,0,1,1,rna19821,0
Fah,8.704191973401944e-4,NA,0.004776267704575612,0.06448203925639975,0.03703038138427966,0.8706453311102017,filtered,Unassigned,insig,gene1135,reference,419,14,1485,0,8.704191973401944e-4,0,1,1,rna2148,0
Bace1,1.3758270764120077e-9,0.2576035543709856,0.31149900920205803,0.8947418385144094,0.06708459375230134,0.6166261583340943,insig,Unassigned,insig,gene11353,reference,501,9,3709,0,1.3758270764120077e-9,0,1,1,rna19832,0
Tubgcp5,4.897268632910699e-4,0.7838763321328557,0.19215272493182176,0.10516234062136555,0.7793057921169824,2.0163547313330255e-6,insig,Cold_low_EL,insig,gene1136,reference,967,15,3441,0,4.897268632910699e-4,0,1,1,rna2149,0
Cyfip1,3.32586886097154e-7,0.001734016630262989,0.028786531747637126,0.038147274789943085,4.750609759324435e-5,0.7274720207656641,insig,Cold_high_EH,insig,gene1137,reference,1253,31,5658,0,3.32586886097154e-7,0,1,1,rna2151,0
Atp5l,2.986643569633474e-7,0.0010939008550712621,0.059670289279111825,0.43984194688830985,0.7956261859507143,0.8215751900607329,insig,Cold_high_EH,insig,gene11374,reference,103,3,489,0,2.986643569633474e-7,0,1,1,rna19856,0
Kmt2a,3.167048700783479e-13,1.5872312486013897e-9,0.03918840052743723,0.8916019528802677,0.10759740265710711,0.6626234392618195,Cold_low_EM,Cold_low_EM,insig,gene11375,reference,4003,39,16688,0,3.167048700783479e-13,0,1,1,rna19857,0
Ift46,2.2001631617814648e-4,1.6875751107855592e-4,0.3119501951991641,0.5434126525661177,0.4283499666528836,0.9104084101302279,IBA_low,Cold_high_EH,insig,gene11378,reference,355,13,1743,0,1.6875751107855592e-4,0,1,1,rna19865,0
Arcn1,4.279385784998409e-7,5.186258419422341e-6,3.8962322322800045e-4,0.12647669351693824,0.40034809633370466,0.2054797041913516,Winter_high,IBA_high,Winter_high,gene11379,reference,511,10,3447,0,4.279385784998409e-7,0,1,1,rna19867,0
Ddx6,1.5482353194081835e-11,6.801560584153706e-5,6.637133289886479e-4,0.8681255864262398,1.2683214918690604e-7,2.311274212662505e-6,Cold_low_EH,IBA_high,Cold_low_EL,gene11382,reference,483,14,6221,0,1.5482353194081835e-11,0,1,1,rna19877,0
Vps11,1.1043112017347161e-7,0.013318313295708414,1.9652678368901098e-10,2.159013982131216e-4,1.733438850438099e-4,0.026017485572338492,insig,Winter_high,Winter_high,gene11393,reference,941,16,3349,0,1.9652678368901098e-10,0,1,1,rna19903,0
H2AFX_containing,8.080373015495905e-9,1.2615743981356467e-5,7.460688029236434e-4,6.531091249213327e-8,0.001267506376729213,1.504638648438122e-9,Winter_low,Cold_low_EL,Unassigned,gene11395,human_blastn,143,1,2088,0,8.080373015495905e-9,1,1,1,rna19906,0
Abcg4,2.7312786466685415e-5,0.0013057102473736566,0.1904548622280878,0.3584234931462462,NA,NA,insig,Cold_low_EM,insig,gene11399,reference,646,15,4556,0,2.7312786466685415e-5,0,1,1,rna19915,0
Cbl,2.186481216290356e-8,9.494941063834944e-26,0.02571040817453192,0.5999590114723707,0.6821343246814553,0.30740295460934525,Cold_low_EM,Cold_low_EL,insig,gene11403,reference,914,16,10325,0,9.494941063834944e-26,0,1,1,rna19927,0
Rnf26,3.7916497979240186e-13,2.6223252709233932e-6,4.309437561873401e-12,8.019891194840839e-7,2.395572095560082e-9,0.004746868357804318,Cold_high_EM,Cold_high_EH,Cold_high_EM,gene11406,reference,433,1,2812,0,3.7916497979240186e-13,0,1,1,rna19933,0
Usp2,8.331317246457829e-4,0.10282779809653896,0.904537393316507,0.005916737252458345,0.003366618532354203,0.9320054715119116,insig,Unassigned,insig,gene11409,reference,670,14,3886,0,8.331317246457829e-4,0,1,1,rna19938,0
Thy1,1.8905010008264867e-4,0.0997588090065172,0.3622343114706456,0.11570708479357021,NA,1.566113778813321e-4,insig,Unassigned,insig,gene11410,reference,162,4,1764,0,1.8905010008264867e-4,0,1,1,rna19942,0
Tmem136,9.644016108728719e-5,NA,NA,0.7534753059254053,NA,NA,filtered,Cold_low_EH,filtered,gene11416,reference,245,3,1885,0,9.644016108728719e-5,0,1,1,rna19953,0
Sc5d,9.274947514398355e-13,0.0852414474580282,3.504556660243411e-22,0.360706283480453,4.3440935673393066e-27,0.8022905740342591,insig,Cold_low_EM,Cold_low_EM,gene11421,reference,299,6,6403,0,3.504556660243411e-22,0,1,1,rna19967,0
Sorl1,2.1422657795398137e-7,2.483003752583978e-10,0.6129736584796588,2.842679538790285e-8,0.0023540532769682145,0.5274788809564076,Winter_low,Winter_low,insig,gene11422,reference,2221,47,7077,0,2.483003752583978e-10,0,1,1,rna19968,0
MIR100HG_like,2.262125508854074e-11,2.239866642205657e-9,1.7284629369300365e-7,6.924493973697223e-4,NA,NA,Unassigned,Cold_low_EL,Cold_low_EM,gene11423,human_blastn,62,2,981,0,2.262125508854074e-11,0,1,1,rna19970,0
Gramd1b,2.196240555924672e-8,0.005569854241572237,0.45032942055118363,2.7328245573940473e-4,NA,0.9197171734875761,insig,Cold_low_EL,insig,gene11433,reference,877,21,3922,0,2.196240555924672e-8,0,1,1,rna19979,0
Znf202,2.7822442291086795e-9,1.9889541688411e-4,1.2730632994995224e-8,2.5710166071713634e-8,0.2898605737936058,0.29112997865605383,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11435,reference,648,6,4630,0,2.7822442291086795e-9,0,1,1,rna20001,0
Zkscan1,2.8628590458726315e-16,2.928073907706496e-5,1.0228950798594102e-5,0.07734142557979572,0.5113499103386043,0.9157944544824286,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11465,reference,741,8,2840,0,2.8628590458726315e-16,0,1,1,rna20024,0
Znf3,1.513695596084674e-12,9.391263459426857e-13,2.626424171498826e-14,0.01854621018954564,0.507963721534844,0.037245674592552194,Cold_low_EH,Cold_low_EM,Cold_low_EM,gene11466,reference,447,5,2728,0,2.626424171498826e-14,0,1,1,rna20028,0
Cops6,3.997676588556407e-7,0.002250341614930957,0.08422295533460886,0.6184581524303828,0.6340703014949116,0.5154653696637319,insig,Cold_high_EH,insig,gene11467,reference,320,10,1173,0,3.997676588556407e-7,0,1,1,rna20032,0
COX6B1_gene11475,1.4069187528713187e-6,5.010303317453086e-4,0.006394109138636921,0.30538306384620517,0.9639464442901198,0.32084426629341245,Cold_high_EM,Cold_high_EH,insig,gene11475,human_blastn,86,1,465,0,1.4069187528713187e-6,0,1,1,rna20046,0
Gal3st4,1.5788458303686545e-5,0.004728107791128242,2.2364239353156833e-10,2.257993022349089e-4,NA,NA,insig,Cold_low_EM,Cold_low_EM,gene11478,reference,489,4,2037,0,2.2364239353156833e-10,0,1,1,rna20050,0
Mepce,4.505369657854869e-5,0.02085025905418312,2.6319774383181304e-5,1.0417544796929295e-5,1.3352925238041767e-8,4.6369097429583014e-8,insig,Cold_low_EL,Cold_low_EL,gene11484,reference,675,4,3203,0,2.6319774383181304e-5,0,1,1,rna20056,0
Nyap1,2.7521052871047256e-6,0.28905821220663547,0.10365146025187452,2.145841439126546e-4,NA,0.6638761694743964,insig,IBA_low,insig,gene11488,reference,839,7,3525,0,2.7521052871047256e-6,0,1,1,rna20063,0
Agfg2,3.9596932305591956e-8,7.880854471368546e-10,0.8333525361273134,0.3191206555190351,2.4495072422538346e-5,0.5693732793368342,Cold_low_EL,Cold_low_EM,insig,gene11489,reference,490,13,3149,0,7.880854471368546e-10,0,1,1,rna20067,0
Gnb2,5.0663073147842e-4,0.0031572674849225635,0.05452223021833207,0.003431422531140433,4.1281963781595056e-8,0.8100365072523319,insig,Winter_high,insig,gene11498,reference,343,10,1406,0,5.0663073147842e-4,0,1,1,rna20081,0
Nr4a2,9.771677296558801e-7,0.2160275295624034,NA,6.567314940118058e-4,NA,NA,insig,Winter_low,filtered,gene115,reference,598,8,3535,0,9.771677296558801e-7,0,1,1,rna250,0
Pop7,2.8579358423300877e-4,7.845490997634786e-9,2.070809791867008e-5,1.5341857668191308e-15,2.772991458690875e-13,6.136034014960535e-9,Cold_high_EH,Winter_high,Cold_high_EM,gene11500,reference,151,2,1554,0,7.845490997634786e-9,0,1,1,rna20086,0
Ache,2.051720031579421e-6,0.12105900534547485,0.13490526801864045,0.6659773823241854,5.951460340159561e-4,0.27975929172357905,insig,Winter_low,insig,gene11509,reference,786,4,3498,0,2.051720031579421e-6,0,1,1,rna20100,0
Trim56,9.484209100036305e-14,9.257722898074664e-4,0.6115869404613888,4.4455233523742904e-4,0.002056926873791862,0.19894500591180103,Winter_high,Unassigned,insig,gene11515,reference,755,3,7150,0,9.484209100036305e-14,0,1,1,rna20105,0
Vgf,7.985329437547399e-6,0.004512339575091744,0.4422309801750932,0.09307323397805571,NA,NA,insig,Unassigned,insig,gene11518,reference,662,2,2954,0,7.985329437547399e-6,0,1,1,rna20111,0
Nat16,8.202767473905309e-4,0.01868656739290165,NA,NA,0.0010070850125659151,0.2822754085025597,insig,Cold_low_EM,filtered,gene11519,reference,150,13,2662,0,8.202767473905309e-4,0,1,1,rna20112,0
Znhit1,2.8549179094623677e-5,0.056845014592776265,0.17973484276371965,0.20833639662606104,0.0029209041177261637,0.4820416404655092,insig,Cold_high_EH,insig,gene11523,reference,154,5,2156,0,2.8549179094623677e-5,0,1,1,rna20116,0
LOC106144977,2.2520874820030232e-4,0.010591532896241769,0.0028909648042784106,0.5373201737406837,0.32379297009589386,0.07339136410598941,insig,Unassigned,insig,gene11526,reference,163,5,8451,0,2.2520874820030232e-4,0,1,1,rna20120,0
Cux1,4.1727792343075567e-7,5.511481980545548e-5,4.33496405648514e-6,0.2915184537390185,0.12777300940337508,0.19958480664846176,Cold_low_EM,Cold_low_EL,Cold_low_EM,gene11530,reference,1634,27,13043,0,4.1727792343075567e-7,0,1,1,rna20124,0
Sh2b2,6.694385838942774e-4,NA,0.6500296238639459,2.9270388078928483e-4,NA,NA,filtered,Unassigned,insig,gene11531,reference,663,8,2584,0,6.694385838942774e-4,0,1,1,rna20126,0
Prkrip1,1.159638301537616e-15,1.367872469862012e-17,3.411809432769597e-22,6.113339439819191e-19,4.375250446546135e-17,2.41291705809892e-4,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11533,reference,185,6,5214,0,3.411809432769597e-22,0,1,1,rna20128,0
Mdh2,4.4542333429724057e-13,2.3299691250298306e-6,2.3687281089657005e-5,0.12494532573952777,0.9541430520602168,0.4953666002362875,Cold_high_EM,Winter_high,Cold_high_EM,gene11548,reference,338,9,1344,0,4.4542333429724057e-13,0,1,1,rna20152,0
POR_like,3.307449007463664e-5,2.3610007151785297e-4,0.0062155683770075895,0.5201631293906552,0.43770623725717567,0.2080081945186022,Unassigned,Winter_high,insig,gene11552,human_blastn,677,16,2425,0,3.307449007463664e-5,1,1,1,rna20155,0
Pom121c,3.478237901046226e-9,9.531553254617998e-5,1.9314700416353395e-4,4.428870347491071e-4,2.713649275376489e-7,0.29811214422286786,IBA_high,Unassigned,Unassigned,gene11558,reference,1002,13,5238,0,3.478237901046226e-9,0,1,1,rna20167,0
Nsun5,5.174305478767595e-12,2.6594813013636523e-5,8.461756567112377e-8,8.078263799091847e-6,8.408009006868676e-9,2.181846179719393e-6,IBA_high,IBA_high,Cold_low_EM,gene11559,reference,432,10,1594,0,5.174305478767595e-12,0,1,1,rna20168,0
Fzd9,2.0341835200390772e-7,NA,2.9472926409596817e-12,0.03013012351420196,NA,NA,filtered,IBA_low,Unassigned,gene11562,reference,546,1,1974,0,2.9472926409596817e-12,0,1,1,rna20171,0
Baz1b,2.717002190647859e-4,9.80193158026142e-6,0.013592412671300043,0.02626908328442696,0.4308165467339682,0.3620655735996176,IBA_high,Unassigned,insig,gene11563,reference,1387,19,5725,0,9.80193158026142e-6,0,1,1,rna20172,0
Bcl7b,3.0114858126135266e-7,8.842537025943268e-7,0.0920837317077682,0.21781603968575758,0.23682588585247985,0.07257750215703013,Unassigned,IBA_high,insig,gene11565,reference,202,6,1603,0,3.0114858126135266e-7,0,1,1,rna20175,0
Tbl2,1.2949782886313666e-46,1.6442062046781469e-19,9.180091375286284e-15,5.467418397091452e-4,0.04459249180367193,0.04956875500154154,IBA_high,IBA_high,IBA_high,gene11566,reference,443,7,3673,0,1.2949782886313666e-46,0,1,1,rna20176,0
Abhd11,2.5417825445814507e-4,0.19796359065718364,0.030442147967045446,0.4651939800219936,0.0017097103927327165,0.16333446034600788,insig,IBA_low,insig,gene11573,reference,305,6,1125,0,2.5417825445814507e-4,0,1,1,rna20186,0
Eln,5.1757580642360155e-26,0.009370488803648115,1.2436615629119294e-10,0.0032896161914619014,NA,0.16771424303813648,insig,Winter_low,Winter_low,gene11579,reference,793,36,3581,0,5.1757580642360155e-26,0,1,1,rna20192,0
IPW_like,1.4228567016432593e-7,0.06070516856320577,1.0518677591422994e-20,0.0037186276628582864,NA,NA,insig,Winter_low,Winter_low,gene1158,human_blastn,102,6,2986,0,1.0518677591422994e-20,0,1,1,rna2182,0
LOC106144976,8.510156113033064e-4,0.15476582473592035,0.1626894251369966,NA,NA,0.37323452211905317,insig,Unassigned,insig,gene11580,reference,69,4,2001,0,8.510156113033064e-4,0,1,1,rna20193,0
Eif4h,1.2986658826169933e-10,0.0024120346222123805,0.0013371664209999067,0.07010283129822173,0.0027531866337592763,0.5363464108237376,insig,Cold_high_EM,insig,gene11582,reference,306,8,2641,0,1.2986658826169933e-10,0,1,1,rna20196,0
Gtf2ird1,1.491937857540812e-17,0.05832819818496534,4.719511364332223e-4,4.9776233370585984e-6,8.075867864995385e-16,0.07750859744677109,insig,Winter_high,Cold_high_EH,gene11587,reference,968,25,4100,0,1.491937857540812e-17,0,1,1,rna20202,0
Rcc1l,4.542994030220622e-14,1.3009653249681598e-12,1.4689112296636223e-4,1.3750087480200042e-5,0.10757096696398315,3.183929204526788e-5,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11592,reference,379,11,1870,0,4.542994030220622e-14,0,1,1,rna20221,0
Castor2,8.216977967712753e-9,6.912982505888092e-6,0.005473393560962622,0.27230932920007656,0.007764525431290688,0.6304148997737007,Cold_low_EL,Cold_low_EL,insig,gene11593,reference,315,9,5637,0,8.216977967712753e-9,0,1,1,rna20222,0
Galnt17,9.509065337402493e-5,0.7643731007272998,0.0014675018707095838,6.668742736153776e-4,NA,NA,insig,Unassigned,insig,gene11599,reference,560,11,2072,0,9.509065337402493e-5,0,1,1,rna20227,0
Sbds,1.125207232537131e-6,1.26712811252297e-11,0.001254359216366895,0.24316582708519488,0.2616595829227633,1.1694591939091194e-4,Cold_high_EH,Cold_high_EM,insig,gene11603,reference,211,5,1864,0,1.26712811252297e-11,0,1,1,rna20232,0
Tmem248,4.466032654383311e-16,1.4887084510846896e-8,7.417245428410286e-10,0.0019420889480287944,8.227412021501721e-10,3.838452301702578e-15,Winter_high,Winter_high,Winter_high,gene11604,reference,314,7,3823,0,4.466032654383311e-16,0,1,1,rna20233,0
Gas6,2.0231411591953715e-9,0.0016933504984915188,0.0021091667122563875,0.01061156794956097,0.03115084461913398,0.17916230990632637,insig,Cold_high_EH,insig,gene1161,reference,806,15,5551,0,2.0231411591953715e-9,0,1,1,rna2191,0
Vkorc1l1,3.896045067366503e-6,0.0017301752877957987,0.14073979326092365,2.60289406489803e-4,7.404695398273384e-7,0.014492372161854845,insig,Cold_low_EM,insig,gene11611,reference,126,3,3982,0,3.896045067366503e-6,0,1,1,rna20242,0
Chchd2,1.0341895747287233e-10,1.0218167550578596e-5,8.225499687096971e-4,0.4552636949942792,0.06570648116290621,0.9162645071673232,Cold_high_EL,Winter_high,Cold_high_EM,gene11614,reference,151,4,950,0,1.0341895747287233e-10,0,1,1,rna20244,0
Phkg1,4.1469913158301586e-6,0.0022260652528838616,0.05068519366818305,0.15303428139666586,NA,NA,insig,Winter_low,insig,gene11615,reference,281,7,1917,0,4.1469913158301586e-6,0,1,1,rna20245,0
Cct6a,9.222156242796422e-5,0.0033128803409506902,6.189557059681906e-4,1.6731754264596102e-6,6.0312395580345534e-5,0.23458552549160472,insig,IBA_high,Unassigned,gene11617,reference,531,14,2047,0,9.222156242796422e-5,0,1,1,rna20248,0
Psph,1.1241133357814605e-5,0.0018420125490303681,0.28499646742395013,0.5685945892658628,0.00491814904372771,0.04688621455481445,insig,IBA_low,insig,gene11618,reference,225,6,1546,0,1.1241133357814605e-5,0,1,1,rna20251,0
Nipsnap2,8.150792819155213e-4,2.793903613814357e-13,5.176491970597101e-7,0.011174054627375477,0.0040725590114548925,0.16803945473080212,Cold_high_EH,Unassigned,Cold_high_EH,gene11619,reference,305,11,1940,0,2.793903613814357e-13,0,1,1,rna20255,0
CUNH16orf58,1.9852870644897563e-4,4.171358042610645e-4,9.291036070348874e-6,0.04859473177660811,0.22282924033247972,1.134270313063247e-7,Cold_high_EM,IBA_low,Cold_high_EH,gene11628,reference,467,13,2825,0,9.291036070348874e-6,0,1,1,rna20264,0
Itgam,3.4334914504560864e-5,4.239604117557152e-8,0.02182382949413748,NA,NA,NA,Unassigned,Cold_high_EH,insig,gene11636,reference,1005,25,3348,0,4.239604117557152e-8,0,1,0,rna20275,0
E2f5,1.6736019064806206e-4,0.0031031935273283795,0.495170765307813,0.34045449682132517,0.09722562950250138,0.1972164040693604,insig,Winter_high,insig,gene11639,reference,458,8,2818,0,1.6736019064806206e-4,0,1,1,rna20281,0
Ca2,6.808145324389482e-36,0.18970998788036014,0.07342799378421053,NA,1.9315008085183718e-10,0.30728519129756315,insig,Cold_low_EM,insig,gene11644,reference,260,7,1620,0,6.808145324389482e-36,0,1,1,rna20287,0
Osgin2,9.089166766399682e-4,0.010729474075981371,0.9039699122965991,2.5688346569857763e-10,0.5631264037901634,0.18766453912056769,insig,Winter_high,insig,gene11659,reference,506,6,2621,0,9.089166766399682e-4,0,1,1,rna20306,0
Decr1,6.958904929006849e-5,0.001062504279593887,0.4868010950676421,8.036930644103291e-8,2.0525977459143154e-7,0.18534455281316572,insig,Cold_high_EH,insig,gene11662,reference,335,10,1431,0,6.958904929006849e-5,0,1,1,rna20308,0
Calb1,4.7079015508905236e-7,9.603404955632814e-5,0.3013921511946911,0.0023967592734765817,NA,0.5002242680404249,Winter_low,Unassigned,insig,gene11663,reference,261,11,2511,0,4.7079015508905236e-7,0,1,1,rna20310,0
Tmem64,2.2439224708442937e-5,0.0016536033968373204,0.00804811067409729,0.8222357280858317,0.08517329690132275,0.6525554890097729,insig,Cold_low_EL,insig,gene11665,reference,186,3,4424,0,2.2439224708442937e-5,0,1,1,rna20313,0
CUNH8orf88,1.1621725150227934e-11,NA,NA,NA,NA,NA,filtered,Unassigned,filtered,gene11668,reference,117,6,2353,0,1.1621725150227934e-11,0,1,0,rna20315,0
Otud6b,3.731925775624931e-9,0.051870983432245006,0.011218419109844516,0.002406763313010174,1.916767819889302e-6,7.790479968438743e-4,insig,Cold_low_EM,insig,gene11671,reference,324,8,3703,0,3.731925775624931e-9,0,1,1,rna20318,0
Runx1t1,3.0012954515393544e-12,8.796219695381127e-13,3.2478956843732555e-7,0.5359612825092144,NA,0.23727936537652863,Cold_low_EM,Cold_low_EM,Cold_low_EM,gene11674,reference,615,12,7226,0,8.796219695381127e-13,0,1,1,rna20322,0
Rbm12b,3.3681680186856355e-9,1.1965246998046454e-7,9.535698770352133e-9,0.45340947893701955,0.001743768610556742,0.03541421992152734,Unassigned,Cold_low_EM,Cold_low_EM,gene11678,reference,940,5,3790,0,3.3681680186856355e-9,0,1,1,rna20331,0
Virma,1.2561967609238874e-7,4.844984109601937e-5,1.4802498150820913e-5,0.21650021378724166,0.3311736439211901,3.253551421297862e-5,IBA_high,Unassigned,Cold_low_EL,gene11687,reference,1811,24,6421,0,1.2561967609238874e-7,0,1,1,rna20351,0
Tp53inp1,4.108849679770508e-6,0.01217045644656202,0.061537259190595474,0.06405400978634986,0.8479055709963864,0.7890332686853926,insig,Cold_low_EM,insig,gene11694,reference,239,3,4135,0,4.108849679770508e-6,0,1,1,rna20363,0
Lamp1,3.0518372341083304e-38,8.451940006923307e-23,4.753515884701747e-12,0.039502612890063175,0.16893557299883769,0.5739222592481772,Winter_high,Winter_high,Cold_high_EM,gene1171,reference,389,8,2026,0,3.0518372341083304e-38,0,1,1,rna2208,0
Srgap1,2.2439224708442937e-5,0.00602561485620638,0.06645710291896013,0.039431886518451004,0.013212480985469153,0.30430069229584844,insig,IBA_high,insig,gene11714,reference,1085,22,8877,0,2.2439224708442937e-5,0,1,1,rna20379,0
Xpot,1.0686160721443182e-8,0.001841376059196163,0.005288970908298693,0.44033071463164425,5.834933651138108e-6,4.9571764052903975e-9,insig,Cold_high_EM,insig,gene11718,reference,962,25,5992,0,1.0686160721443182e-8,0,1,1,rna20384,0
Cul4a,2.848349371535037e-4,1.5789959114743938e-4,0.10766856094728922,0.5548561324767949,0.11964591830732964,0.5976386579326219,IBA_high,Winter_high,insig,gene1172,reference,722,18,3531,0,1.5789959114743938e-4,0,1,1,rna2209,0
Gns,1.3434024124543715e-8,0.006753991743000101,0.07354167281860648,0.576598988944164,0.7945778046289287,0.021495885206032114,insig,Winter_high,insig,gene11721,reference,552,14,2143,0,1.3434024124543715e-8,0,1,1,rna20387,0
Tbc1d30,6.336471298017745e-5,0.406041864486783,0.46475902404577396,0.6256164704584108,0.002049498234006445,2.2374957196550597e-4,insig,Cold_low_EL,insig,gene11724,reference,764,12,5997,0,6.336471298017745e-5,0,1,1,rna20390,0
Wif1,8.4771802270258e-5,0.06057697775168096,0.0018318861257026167,0.028910843813693105,NA,NA,insig,Unassigned,insig,gene11728,reference,379,10,2242,0,8.4771802270258e-5,0,1,1,rna20393,0
Lemd3,1.1277137741432247e-15,0.0018470693106272342,0.0013722898470463008,0.7580067602100796,1.894017709038141e-4,0.001055034174338604,insig,Cold_low_EM,insig,gene11729,reference,907,13,4749,0,1.1277137741432247e-15,0,1,1,rna20394,0
Pcid2,1.3900689833018908e-4,2.5412020780801254e-4,0.0010420183188825003,0.014485304154318788,7.50922346168653e-5,1.575598133427346e-5,Unassigned,Winter_high,insig,gene1173,reference,357,14,1647,0,1.3900689833018908e-4,0,1,1,rna2212,0
Irak3,2.0281316765835515e-4,0.8583709617062469,2.004464974149857e-7,0.3963067609574845,0.06309835978821532,0.5753997395402866,insig,Cold_low_EM,Cold_low_EM,gene11735,reference,607,12,3473,0,2.004464974149857e-7,0,1,1,rna20401,0
Dyrk2,1.2290636768780275e-7,0.011100453200066362,0.5376237460019399,0.015058776270476837,0.13649512500137717,0.3008596061803461,insig,Cold_low_EL,insig,gene11742,reference,601,3,5173,0,1.2290636768780275e-7,0,1,1,rna20414,0
YWHAQ_gene11745,1.2701877566544654e-7,5.014827002335616e-4,2.067234276797132e-6,0.1342905174729132,0.35962948789462823,0.11225635615617335,Cold_high_EM,Cold_high_EH,Winter_high,gene11745,human_blastn,246,2,1534,0,1.2701877566544654e-7,0,1,1,rna20418,0
Mdm1,6.562423827788854e-5,8.570982023946717e-4,5.90627039966985e-13,0.2887461960517701,NA,0.7998751005856789,Cold_low_EM,Cold_low_EL,Winter_low,gene11750,reference,722,15,4528,0,5.90627039966985e-13,0,1,1,rna20428,0
Rap1b,4.673084489227927e-4,0.006104195951661195,0.6404728322988879,0.4419200118873003,0.04810719847884393,5.354492476313512e-4,insig,IBA_high,insig,gene11751,reference,156,8,2147,0,4.673084489227927e-4,0,1,1,rna20430,0
Mdm2,2.6260571299694155e-8,2.2769110825812433e-6,1.515242047174994e-6,9.140027305220625e-8,0.33009465565422946,0.07923802113806021,Cold_low_EM,Cold_low_EM,Cold_low_EH,gene11755,reference,489,11,2064,0,2.6260571299694155e-8,0,1,1,rna20434,0
